golden_facility_id,unique_id,facility_name,facility_name_norm,facilityTypeId,operatorTypeId,address_city,address_city_norm,district_name,state_ut,state_norm,address_zipOrPostcode,pincode_norm,facility_latitude,facility_longitude,h3_res7,h3_res9,evidence_tier,trainable_supervised_label,trust_posture,service_labels,capacity_band,doctor_count_band,recommended_action,abstain_reason,rule_baseline_confidence,first_source_url,source_url_count,claim_text
gfac_8a153e3792ebc83c,53c93d6a-ad69-4b66-9957-39f3b0d10e20,Mercy Hospital,mercy hospital,hospital,private,Jamshedpur,jamshedpur,,,,831017,831017,24.18519401550293,86.30461120605469,,,bronze,False,needs_review,"[""maternity"", ""diagnostic"", ""ncd""]",large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.3941,https://www.onefivenine.com/india/Listing/Locality/hospitals/East-Singhbum/Jamshedpur/Sidhgora,8,"Mercy Hospital is a private hospital located at Kadani Road, Baridih, Jamshedpur, Jharkhand, India. | [""nephrology"",""internalMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""transplantSurgery"",""nephrology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""ophthalmology"",""dermatology"",""medicalOncology"",""internalMedicine"",""pathology"",""radiology"",""internalMedicine""] | [""Performs liver transplant surgery""] | [""Wheel Chair Accessible Entrance And Exit"",""Wheel Chair Accessible In Car Parking"",""Wheelchair accessible parking"",""Wheelchair accessible entrance and exit""] | [""Mercy Hospital hosts NephroPlus Dialysis Centre"",""Mercy Hospital is listed among hospitals in Jamshedpur Sidhgora"",""Has 2 doctors available"",""Has 63 years in healthcare"",""Private hospital"",""Mercy Hospital is located in Baridih, Jamshedpur"",""Has a 4.5/5 rating based on 2 reviews"",""Mercy Hospital has 250 beds."",""Mercy Hospital was founded in 1962."",""Mercy Hospital is registered as Jamshedpur Mercy Hospital Society under the Societies Registration Act in 2005-2006."",""Mercy Hospital owns Mercy School of Nursing.""]"
gfac_9a953e69e4bddbe0,53cec980-1df0-42e4-85e9-8564e18038e2,Ortho Care Ayurvedic and Sports Injury Speciality Clinic,ortho care ayurvedic and sports injury speciality clinic,clinic,private,Kottakkal,kottakkal,,,,676308,676308,11.013753890991213,75.95079040527344,,,bronze,False,needs_review,"[""diagnostic""]",small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.2898,https://www.facebook.com/OrthocareClinicVenniyoor/,2,"Ayurvedic and sports injury speciality clinic offering fracture management, back pain & knee pain clinic, sports injury management, marma treatments, chiropractic manipulations, hijama, physiotherapy, digital X-ray, and panjakarma treatment. | [""familyMedicine"",""orthopedicSurgery"",""sportsMedicinePMR"",""physicalMedicineAndRehabilitation"",""radiology"",""familyMedicine""] | [""""] | [""""] | [""""]"
gfac_59b1e7d5ac0ed6d3,5432f858-4a3e-40b6-8846-fbed08af2165,"Singhal Medical Center Krishna Nagar, Delhi",singhal medical center krishna nagar delhi,hospital,private,Delhi,delhi,East ,NCT of Delhi,nct of delhi,110051,110051,28.66083335876465,77.28192901611328,,,bronze,False,needs_review,"[""maternity"", ""emergency"", ""diagnostic""]",medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5516,https://www.sulekha.com/raj-hospital-prem-nagar-delhi-contact-address,17,"Singhal Medical Center is listed as a hospital in Krishna Nagar, Delhi. | [""internalMedicine"",""internalMedicine"",""emergencyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""gynecologyAndObstetrics"",""pediatrics"",""radiology"",""internalMedicine"",""internalMedicine"",""internalMedicine""] | [""Performs diagnostic ultrasound imaging"",""Offers laboratory testing"",""Provides treatment for viral fever""] | [""Wheelchair-accessible entrance/exit and wheelchair-accessible in-car parking""] | [""Singhal Medical Centre provides 24/7 emergency care"",""Located in Krishna Nagar, Delhi"",""Provides emergency services 24/7"",""Located in Krishna Nagar, Delhi"",""Star Health Network Hospital in Delhi"",""Located in Delhi, India"",""Has 23 years in healthcare""]"
gfac_a0d97153cc527aae,5464ce7c-e151-42ca-9b83-d86f0ee86e7d,Anand Dental Clinic,anand dental clinic,clinic,private,Jalgaon,jalgaon,Dhule ,Maharastra,maharastra,424001,424001,17.434959411621094,75.18998718261719,,,conflict,False,contradicted_or_geo_invalid,"[""maternity"", ""diagnostic""]",small,solo_or_small_team,verify_location_before_use,source_or_geography_conflict,0.2823,https://www.justdial.com/Jalgaon/Doctors-For-Dental-Implantation/nct-11311983,17,"Dental clinic located in Navi Peth, Jalgaon. | [""familyMedicine"",""dentistry"",""endodontics"",""orthodontics"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""endodontics"",""orthodontics"",""prosthodontics"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""dentistry"",""prosthodontics"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""orthodontics"",""familyMedicine""] | [""Root Canal Treatment (RCT)"",""Dental Fillings"",""Cosmetic Filling"",""Tooth Coloured Fillings"",""Dental Braces Fixing"",""Dental Implant Fixing"",""Pit and Fissure Sealant"",""Metal Braces Fixing"",""BPS Dentures Fixing"",""Dental X-Ray"",""Offers dental implant services""] | [""Dental chair and basic dental operatory equipment visible in images"",""Teal dental chair with integrated dental unit and hoses"",""Dental overhead light"",""Dental delivery system with handpieces"",""Mouth mirror and dental explorer visible in clinical imagery""] | [""Provides dental care services"",""Located in Navi Peth, Jalgaon"",""Near Sharada Book Depot Navi Peth, Jalgaon"",""Has been in healthcare for 12 years"",""Available Now"",""Dental clinic located in Chinchwad, Pune"",""Has 11 years of healthcare operation"",""Operates a dental clinic and dental implant center"",""Established in 1990"",""Has 35 years of experience in healthcare"",""Based in Dhule, Maharashtra"",""Multi-speciality dental clinic"",""Has 2 dentists on staff"",""Has been providing dental care services for 10 years"",""Offers dental implant services"",""Dental clinic"",""Established in 1990 as Anand Dental Clinic & Implant Centre"",""Has 35 years in healthcare experience"",""Operates as a dental implant centre"",""Specializes in dentistry (Dentist)"",""General dentistry services"",""Has dental "
gfac_48e66ac277c4fae0,5483b9d1-d29c-47e1-bd44-b301d2395d2b,Ent Hospital,ent hospital,hospital,public,Khanna,khanna,Ludhiana ,Punjab,punjab,141401,141401,30.70745086669922,76.21458435058594,,,bronze,False,needs_review,"[""diagnostic"", ""ncd""]",very_large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6394,https://et.cybo.com/IN-biz/thareja-eye-care-center,15,"ENT Hospital is located on Majitha Road in Amritsar, opposite Karan Enterprises. | [""otolaryngology"",""internalMedicine"",""otolaryngology"",""dentistry"",""internalMedicine"",""otolaryngology"",""pathology"",""endocrinologyAndDiabetesAndMetabolism"",""cardiology"",""nephrology"",""infectiousDiseases"",""allergyAndImmunology"",""internalMedicine"",""otolaryngology"",""dentistry"",""internalMedicine"",""otolaryngology"",""ophthalmology"",""internalMedicine"",""otolaryngology"",""neurotologyAndOtology"",""headAndNeckSurgeryOtolaryngology"",""rhinology"",""sleepMedicineOtolaryngology"",""internalMedicine"",""otolaryngology"",""internalMedicine"",""otolaryngology"",""otolaryngology"",""internalMedicine"",""dentistry"",""otolaryngology"",""internalMedicine"",""otolaryngology"",""dentistry"",""internalMedicine"",""internalMedicine"",""otolaryngology"",""internalMedicine"",""dentistry"",""internalMedicine""] | [""Sebaceous cyst excision"",""Hearing deficiency assessment"",""Cysts"",""Nasal and sinus allergy care""] | [] | [""Specializes in ENT/ Otorhinolaryngologist, Otologist/ Neurotologist, Head and Neck Surgeon"",""Care setting: outpatient"",""Dr. Lovkesh Mittal is registered with Haryana State Medical Council (HN 9096)"",""Located in Phase 7, Mohali"",""Listed among Top Hospitals In Phase 7 in Mohali"",""Operates 24/7""]"
gfac_c8197dc3735fcf8e,54af5892-b771-4c41-b9af-be4ce22ddbe4,Lifeline Eye Centre,lifeline eye centre,hospital,private,East Delhi,east delhi,Shahdara ,NCT of Delhi,nct of delhi,110031,110031,28.64031219482422,77.28044128417969,,,bronze,False,needs_review,[],medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5213,https://www.facebook.com/people/Lifeline-Eye-Centre/61562118490592/,2,"State of art Eye Care Centre, providing comprehensive and specialised eye care services in East Delhi. | [""refractiveSurgeryOphthalmology"",""internalMedicine"",""ophthalmology"",""internalMedicine""] | [""Offers LASIK/Laser eye surgery""] | [] | [""Provides comprehensive and specialized eye care services in East Delhi"",""Hospital-based eye care facility"",""Describes itself as a state-of-the-art eye care centre"",""Opened Lifeline Eye Care Centre in Laxmi Nagar, East Delhi on 1 July 2024""]"
gfac_9109b921911d9f68,54be7693-e72a-4596-a4c6-a2f1ec232a23,"Nirmiti Clinic Visiting Clinic-Q224-226,2nd Floor,Mayur Trade Center,Chinchwad,Opposite Unique Hospital,Pimpri Chinchwad,Maharashtra 411019",nirmiti clinic visiting clinic q224 226 2nd floor mayur trade center chinchwad opposite unique hospital pimpri chinchwad maharashtra 411019,clinic,private,Pimpri Chinchwad,pimpri chinchwad,Pune ,Maharastra,maharastra,411019,411019,18.647441864013672,73.8000259399414,,,bronze,False,needs_review,"[""maternity"", ""diagnostic""]",small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6465,https://www.nirmiticlinicpune.com/ravet/services/search/moshi-ivf-doctor/1,6,"Nirmiti Clinic is a reliable and Best IVF Centre, IVF Clinic in Ravet, Kiwale, Punawale, PCMC | [""familyMedicine"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine""] | [""Offers IVF and IUI procedures as part of fertility treatment services"",""Offers IVF treatment for infertility"",""Offers infertility treatment including IUI"",""Test Tube Baby Centre in PCMC, Pune"",""Intrauterine Insemination (IUI) Clinic in PCMC, Pune"",""IVF Specialist/IVF Doctor in PCMC, Pune"",""IVF Centre/IVF Clinic in PCMC, Pune"",""Gamete Donation Clinic in PCMC, Pune"",""Fertility Enhancing Endoscopic Surgery in PCMC, Pune"",""IVF/ICSI Treatment Clinic in PCMC, Pune"",""Surrogacy Clinic in PCMC, Pune"",""In-Vitro Fertilization (IVF) treatment"",""Intracytoplasmic Sperm Injection (ICSI)"",""Test Tube Baby Centre services"",""Surrogacy"",""Intra-Uterine Insemination (IUI)"",""Endoscopic surgery as part of infertility work-up"",""In-Vitro Fertilization (IVF) treatment"",""Intra-Cytoplasmic Sperm Injection (ICSI) treatment"",""Endoscopic surgery"",""Intra-Uterine Insemination (IUI)"",""Surrogacy services""] | [""On-site fertility laboratory""] | [""IVF centre/IVF clinic"",""Infertility specialist on staff"",""Staffed by Dr Kundan Ingale"",""Offers online clinic services"",""Offers visiting clinic services"",""Described as Best IVF Centre"",""IVF program offered"",""Infertility treatment program offered including IUI"",""Online clinic service available"",""Visiting clinic service available"",""Staff includes IVF specialists Dr Kundan Ingale and Dr Kalyani Ingale"",""IVF program offered at Nirmiti Clinic (PCMC, Pune)"",""Intrauterine Insemination (IUI) program"
gfac_a16f35c233521878,54eca035-b083-46a6-bce0-dc41504d55af,Rama Dental Clinic,rama dental clinic,clinic,private,Meerut,meerut,Sambhal ,Uttar Pradesh,uttar pradesh,244302,244302,27.72428131103516,79.65347290039062,,,bronze,False,needs_review,[],medium,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5914,https://www.justdial.com/Hapur/Dental-Services-At-Home/nct-11362054,7,"Rama Dental is the one stop centre for all your dental problems. Visit us Today. | [""dentistry"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry""] | [] | [] | [""Rama Dental Clinic operates as a dental clinic in Meerut"",""Has 12 years in healthcare"",""Has a 4.0 rating with 4 reviews on JustDial"",""Based in Etawah, Uttar Pradesh, India"",""Led by Dr. Yogesh Yadav, B.D.S, M.I.D.A."",""Offers all types of dental treatments"",""Described as the most advanced type clinic in Etawah"",""Open 24/7"",""Rama Dental Clinic is a dental clinic located in Lucknow, Uttar Pradesh, India"",""Located at 544/528 Gole Market Chauraha, Beside Kuts N Kolors Unisex Salon & Academy, Opp. Hyundai Showroom, Mahanagar, Lucknow, Uttar Pradesh 226006""]"
gfac_cccd08a09853a466,54fd19d4-a985-42e4-9da3-4ccb77800e68,Rajul Nursing Home,rajul nursing home,hospital,private,Aligarh,aligarh,Aligarh ,Uttar Pradesh,uttar pradesh,202001,202001,27.86863136291504,78.07125854492188,,,bronze,False,needs_review,"[""maternity""]",large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6685,https://www.zaubacorp.com/company/RAJUL-NURSING-HOME-PRIVATE-LIMITED/U85100UP2020PTC126023,7,"Private company (RAJUL NURSING HOME PRIVATE LIMITED) engaged in Human health activities (NIC code 851). | [""geriatricsInternalMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""internalMedicine"",""internalMedicine"",""gastroenterology"",""gastroenterology"",""internalMedicine""] | ["""",""In vitro fertilization (IVF)"",""Intrauterine insemination (IUI)"",""Laparoscopy surgery"",""Egg freezing"",""Pregnancy delivery""] | [""""] | [""Involved in human health activities (NIC Code: 851)."",""RAJUL NURSING HOME PRIVATE LIMITED is a private company registered in Kanpur, Uttar Pradesh."",""Incorporated on 22 December 2020."",""CIN U85100UP2020PTC126023; ROC Kanpur."",""Current status is Active."",""Authorized share capital ₹10,000,000; paid-up share capital ₹9,000,000."",""AGM last held on 30 December 2023."",""Balance sheet last filed on 2023-03-31."",""Directors include Rajul Bhargava, Vidhi Bakshi, Aayush Bhargava, and Anjula Bhargava."",""Infertility treatment center"",""IVF specialist"",""IUI services"",""Laparoscopy capability"",""Egg freezing services"",""Obstetrics and pregnancy delivery services""]"
gfac_c19022f3ad43ed80,55021d21-de2f-433e-b3a4-7e351f7e5683,"Pardaya Memorial Hospital, Jaipur",pardaya memorial hospital jaipur,hospital,private,Jaipur,jaipur,Jaipur ,Rajasthan,rajasthan,302011,302011,26.81703758239746,75.78218078613281,,,bronze,False,needs_review,"[""maternity""]",large,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5527,https://medicallearninghub.com/faculty/dr-raj-kumar-gupta,8,"Pardaya Memorial Hospital, Jaipur | [""internalMedicine"",""generalSurgery"",""minimallyInvasiveSurgeryAndEndourology"",""internalMedicine"",""orthopedicSurgery"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""pediatrics"",""internalMedicine"",""generalSurgery"",""bariatricSurgery"",""cataractAndAnteriorSegmentSurgery"",""dentistry"",""handOrUpperExtremityAndPeripheralNerveSurgery"",""herniaSurgery"",""jointReplacementSurgery"",""urology"",""vascularSurgery"",""pediatricSurgery"",""internalMedicine""] | [""Balloon Angioplasty"",""Bariatric Surgery"",""Cataract Surgery"",""Dental Implants"",""Hand Surgery"",""Hernia Surgery"",""Joint Replacement"",""Kidney Stone Removal"",""Pediatric Surgery""] | [""Stethoscope visible in image depicting a physician at Pardaya Memorial Hospital""] | [""Had an Assistant Consultant in General Surgery at Pardaya Memorial Hospital, Jaipur from March 2001 to December 2001."",""Operates as an orthopedic clinic under Pardaya Memorial Hospital, Jaipur"",""Specializes in orthopedics"",""Has 1 orthopedic doctor on staff: Dr. Bharat Dhanjani"",""Located in Jaipur, India"",""Pardaya Memorial Hospital has pediatrician on staff: Dr. Prakash Chablani"",""Provides pediatric care services"",""Multispecialty healthcare facility"",""On-site Pharmacy"",""Surgical Services"",""Certified staff"",""Patient Safety"",""Holistic Care"",""Affordable Services""]"
gfac_b4544a8fd445ef95,5535d982-64ee-4d09-bca8-a9f707403988,Align Dental Clinic,align dental clinic,clinic,private,Bengaluru,bengaluru,Bangalore ,Karnataka,karnataka,560061,560061,12.913359642028809,77.54656982421875,,,bronze,False,needs_review,"[""maternity""]",small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.612,https://www.aligndentalclinic.com/,4,"Welcome to Align Dental Clinic, your premier destination for comprehensive dental care in Bengaluru. With state-of-the-art technology and a patient-centric approach, we provide a range of services from routine cleanings to advanced procedures like braces and dental implants. Our dedicated team is committed to ensuring your comfort and satisfaction throughout your dental journey. Experience excellence in dentistry with Align Dental Clinic. | [""dentistry"",""endodontics"",""orthodontics"",""pediatricDentistry"",""familyMedicine"",""dentistry"",""orthodontics"",""endodontics"",""pediatricDentistry"",""familyMedicine"",""familyMedicine"",""dentistry"",""orthodontics"",""cosmeticDentistry"",""oralAndMaxillofacialSurgery"",""familyMedicine""] | [""Dental cleaning (professional cleaning)"",""Placement of metal and ceramic braces"",""Clear aligners therapy"",""Invisalign treatment"",""Dental implants placement and restoration"",""Crowns and bridges placement"",""Root canal treatment"",""Dental lasers treatment"",""Tooth extraction"",""Pediatric dentistry"",""Gum treatment (periodontal treatment)"",""Metal And Ceramic Braces"",""Clear Aligners"",""Invisalign Treatment"",""Dental Implants"",""Crowns And Bridges"",""Root Canal Treatment"",""Dental Lasers Treatment"",""Tooth Extraction"",""Pediatric Treatment"",""Gum Treatment"",""Offers teeth whitening"",""Provides orthodontic treatment"",""Provides veneers"",""Offers dental implants""] | [""Dental lasers equipment used for laser dentistry"",""Dental laser equipment for laser dentistry""] | [""Based in Bengaluru"",""Provides comprehensive dental care for adults and children"",""Orthodontic services including braces, clear aligners, and Invisalign"",""Dental implant and prosthetic services including crowns and bridges"",""Qualified dentists with multidisciplinary approaches"",""Advanced dental technology"",""Offers a full range"
gfac_79376a95f264e9bb,557f86d0-5632-492a-8384-460c76d96829,Biocare Research (India),biocare research india,,private,Ahmedabad,ahmedabad,Ahmadabad ,Gujarat,gujarat,380007,380007,23.01420211791992,72.56501770019531,,,bronze,False,needs_review,"[""maternity"", ""diagnostic""]",medium,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6341,https://www.indiamart.com/biocareresearchindia/profile.html,6,"Biocare Research (India) Pvt. Ltd. was established in 1992 with the aim of developing a unique and advanced microbiology centre with modern facilities. It offers clinical laboratory tests and industrial testing, conducts research using ultramodern technologies, and provides consultancy and management services for clinical and industrial laboratories, including contract research and turnkey R&D. | [""clinicalPathology"",""infectiousDiseases"",""pathology"",""pathology"",""pathology""] | [] | [] | [""Established in 1992 as a microbiology testing and research centre."",""Offers clinical testing, industrial testing, pharmaceutical testing, veterinary testing, soil testing, and medical textile testing."",""Offers air testing, effluent testing, hygiene testing, water testing, and food & feed analysis."",""Provides tailor-made research services."",""Maintains a Publications section as part of its Research program."",""Is a Biocare Group Company."",""Established in 1992 as a microbiology centre with diagnostic and industrial microbiology facilities."",""Offers quality assured clinical laboratory tests and industrial testing."",""Conducts research using ultra-modern technologies meeting international standards."",""Provides consultancy and management services to existing clinical and industrial laboratories for introducing new technologies and ensuring quality testing."",""Provides contract research, clinical trials, and industrial R&D on a turnkey basis."",""Offers training programs, workshops, seminars and group discussions."",""Has 11-50 employees."",""Based in India."",""Biocare Research (I) Pvt. Ltd. is a diagnostic company."",""Handles clinical, industrial, and other types of specimens."",""Based in Ahmedabad, Gujarat, India."",""Private limited company."",""Provides diagnostic testing services for clinical and industr"
gfac_59505b5131d451b5,558570a9-afbe-4cd7-98d5-8d640ea76250,International Dental Clinic,international dental clinic,dentist,private,Bhadran,bhadran,Anand ,Gujarat,gujarat,388530,388530,22.311168670654297,73.19570922851562,,,bronze,False,needs_review,"[""maternity""]",medium,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.612,http://www.onefivenine.com/india/Listing/Town/hospitals/Anand/Borsad,34,"We at International Dental Clinic, Vadodara, enjoy a vast set-up of a sophisticated dental clinic wherein we offer Dental Treatment and other Medical Services. We have predicted the increase in dental tourism of up to 20% 25% with every passing time. To execute all the dental treatments in the most promising manner, we have hired qualified practitioners holding expertise in all spheres of dentistry. Our clinic and advanced medical assistance have been able to attract patients from all across the country. The quality and affordability featured by the implant treatment has also granted us an overwhelming success in this domain. Under the able guidance of our M.D, Dr. Yogesh Patel, we have been able to impart satisfactory dentistry treatments to the patients. Our clinic has gone miles ahead since its venture, owing to the never ending support of our proficient mentor. | [""dentistry"",""dentistry"",""pediatricDentistry"",""endodontics"",""orthodontics"",""prosthodontics"",""cosmeticDentistry"",""psychiatry"",""otolaryngology"",""ophthalmology"",""familyMedicine"",""dentistry"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""endodontics"",""prosthodontics"",""orthodontics"",""aestheticDentistry"",""pediatricDentistry"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""dentistry"",""familyMedicine"",""dentistry"",""dentistry"",""endodontics""] | [""Offers Laser Dentistry"",""Offers Dental Implants"",""Offers Orthodontic Treatment"",""Offers Crown And Bridges Dental Treatment"",""Offers De"
gfac_ac7c43d31a51ad91,55894fd2-0483-45b2-b169-6176c124dc8c,Roy's Clinic & Multispeciality Hospital,roy s clinic multispeciality hospital,hospital,private,Siliguri,siliguri,Darjiling ,West Bengal,west bengal,734001,734001,22.5982723236084,88.34016418457031,,,conflict,False,contradicted_or_geo_invalid,"[""maternity"", ""emergency"", ""diagnostic"", ""ncd""]",large,large_team,verify_location_before_use,source_or_geography_conflict,0.2511,https://www.roysmultispecilaityhospital.com/d/dr-priyankur-roy,18,"Roy's Clinic & Multispeciality Hospital offers services across multiple departments including Obstetrics & Gynecology, Infertility, Gynae Laparoscopic Surgery, High Risk Pregnancy, Neuro Surgery, Urology, Oncology, Neuro Medicine, Plastic Surgery, Cardiology, Nephrology, Spine Surgery, Pediatrics, Orthopedics, Internal Medicine, General Surgery, Critical Care, Radiology, ENT Surgery, and Oral & Maxillofacial Surgery. | [""obstetricsAndMaternityCare"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""neurosurgery"",""urology"",""medicalOncology"",""neurology"",""plasticSurgery"",""cardiology"",""nephrology"",""spineNeurosurgery"",""pediatrics"",""orthopedicSurgery"",""internalMedicine"",""generalSurgery"",""criticalCareMedicine"",""radiology"",""otolaryngology"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""maternalFetalMedicineOrPerinatology"",""neurosurgery"",""urology"",""medicalOncology"",""neurology"",""plasticSurgery"",""cardiology"",""nephrology"",""spineNeurosurgery"",""pediatrics"",""orthopedicSurgery"",""internalMedicine"",""generalSurgery"",""criticalCareMedicine"",""radiology"",""otolaryngology"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""gynecologyAndObstetrics"",""maternalFetalMedicineOrPerinatology"",""reproductiveEndocrinologyAndInfertility"",""neurosurgery"",""urology"",""medicalOncology"",""neurology"",""plasticSurgery"",""cardiology"",""nephrology""] | [""Gynae laparoscopic surgery"",""Neurosurgery"",""Spine surgery"",""Plastic surgery"",""General surgery"",""Performs prenatal screening"",""Conducts ultrasound exams"",""Performs fetal monitoring"",""Performs cesarean birth"",""Performs vaginal birth"",""Administers anesthesia to reduce pain during childbirth"",""Provides regular postpartum assessments"","" administers pain relief medications postpartum"",""Educates "
gfac_2798089ffa29d700,55917344-eb13-48ed-bbb3-546558825afe,Sradha Nursing Home,sradha nursing home,hospital,private,Cuttack,cuttack,Cuttack ,Odisha,odisha,753010,753010,20.44894790649414,85.9003677368164,,,bronze,False,needs_review,[],large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5395,https://www.mappls.com/place-sradha+nursing+home-rajendra+nagar+road-kalyani+nagar-rajendra+nagar-cuttack-odisha-753010-HODR2P@zdata=MjAuNDQ4NjYyKzg1LjkwMDUwOSsxNytIT0RSMlArK25yed,6,"Hospital | [""internalMedicine"",""geriatricsInternalMedicine"",""familyMedicine"",""geriatricsInternalMedicine"",""familyMedicine"",""internalMedicine"",""geriatricsInternalMedicine""] | [] | [] | [""Open 24/7"",""Listed as a hospital on Mappls"",""Old age home/nursing home in Cuttack, Odisha"",""Listed in the Old Age Homes In Cuttack Or category on BDIR.IN"",""Listed as a cashless network hospital by IFFCO Tokio General Insurance in Cuttack, Odisha"",""Provides elder care services."",""Offers 24x7 nursing services."",""Located in Cuttack, Odisha."",""Has a 4.7-star rating from 23 family reviews."",""Coordinates: 20.4489451, 85.9003736.""]"
gfac_19e7c98bafd3ea8f,559ba2dc-a239-4691-b931-6e5ba7153819,Jiyana Panchkarma Hospital,jiyana panchkarma hospital,hospital,,Nangloi Jat-nangloi,nangloi jat nangloi,West ,NCT of Delhi,nct of delhi,110041,110041,28.677526473999023,77.06436157226562,,,bronze,False,needs_review,"[""maternity"", ""diagnostic""]",large,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6603,https://www.justdial.com/Delhi/Jiyana-Panchkarma-Hospital-Bake-Bihari-Restaurants-Nangloi-Jat-Nangloi/011PXX11-XX11-210126180527-T7N1_BZDET,4,"Ayurvedic Doctor Clinic | [""pediatrics"",""reproductiveEndocrinologyAndInfertility"",""preventiveMedicine"",""gynecologyAndObstetrics"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine""] | [""Ayurvedic OPD"",""Ayurvedic procedures"",""Ayurvedic diet solutions"",""Ayurvedic IPD facilities for Panchakarma support"",""Ayurvedic surgical and parasurgical procedures"",""Ayurvedic sex wellness solutions for male and female"",""Panchakarma procedures"",""Preventive health checkup"",""Ayurvedic Prakruti analysis""] | [""On-site Ayurvedic pharmacy"",""Pharmacy shelves with medicines""] | [""Inpatient and outpatient Ayurvedic care"",""Ayurvedic hospital specializing in Panchakarma"",""On-site laboratory facilities"",""Cashless/reimbursement treatment available"",""General allopathic on-call services"",""Ayurvedic doctor clinic in Delhi"",""Has 1 doctor on staff"",""Dr. Vivek Bhardwaj is the Ayurvedic Doctor on staff"",""Dr. Vivek Bhardwaj has 19 years of experience"",""Dr. Vivek Bhardwaj holds a BAMS degree"",""Specializes in Ayurvedic medicine"",""Ayurvedic hospital offering Ayurvedic medical services"",""Has Dr. Vivek Bhardwaj associated with Jiyana Panchkarma Hospital"",""Located in Nangloi area, Delhi, India""]"
